"RegionType","RegionName","City","State","Metro","CBSATitle","SizeRank","MarketHealthIndex","SellForGain","PrevForeclosed","ForeclosureRatio","ZHVI","MoM","YoY","ForecastYoYPctChange","StockOfREOs","NegativeEquity","Delinquency","DaysOnMarket"
"City","Hillsboro","Hillsboro","OR","Portland, OR","""Portland-Vancouver-Hillsboro, OR-WA""",342,9.68873580813879,98.61,2.8577,2.9024,324500,0.995953937130408,14.7048427006009,0.0567087827426811,,0.044340766252062,0.0158474838933576,60
"City","Sandy","Sandy","UT","Salt Lake City, UT","""Salt Lake City, UT""",343,8.30207934685547,,,,285600,0.669721536834684,7.24746526473902,0.039670868347339,,0.122845986658184,0.0104431665083515,
"City","Champaign","Champaign","IL","Champaign-Urbana, IL","""Champaign-Urbana, IL""",344,0.986095165199643,69.23,,,138100,-0.216763005780347,0.876552227903579,0.0284141926140478,,0.104614792577455,0.0186075059856798,91
"City","Bethlehem Township","Bethlehem Township","PA","Allentown, PA","""Allentown-Bethlehem-Easton, PA-NJ""",345,2.55772419951524,,,,253100,0.476379515680826,1.85110663983903,0.0241801659423153,,0.108292682926829,0.045045045045045,110
"City","Greeley","Greeley","CO","Greeley, CO","""Greeley, CO""",346,9.20780711825488,98.67,3.6711,,223000,0.996376811594203,11.2219451371571,0.0547533632286996,,0.0647658841714482,0.00973300760922288,58
"City","Canton","Canton","MI","Detroit, MI","""Detroit-Warren-Dearborn, MI""",347,7.24582217119531,,,,235100,0.94461142121082,6.57298277425204,0.0283623989791577,,0.0586162740259459,0.0115892722443277,79
"City","Elgin","Elgin","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",348,2.00790917208828,51.35,,,169800,0.532859680284192,7.53641545281824,0.0352826855123676,,0.203524404156783,0.0409695235849463,94
"City","Meridian","Meridian","ID","Boise City, ID","""Boise City, ID""",349,4.60773057787983,70.21,,,217900,0.507380073800738,7.02357563850688,0.0281505277650298,,0.130550800864986,0.0130173971646813,66
"City","Santa Monica","Santa Monica","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",350,9.62622783518306,100,,0.5317,1404500,0.522473518465502,9.66658858436792,0.028256318974724,,0.0337684756422746,0.0134685579868429,67
"City","Kennewick","Kennewick","WA","Kennewick, WA","""Kennewick-Richland, WA""",351,9.66322234978951,99.02,,,243800,0.827129859387924,15,0.0683182936833471,,0.0470423163090878,0.0198635333628278,71
"City","Yakima","Yakima","WA","Yakima, WA","""Yakima, WA""",352,9.06620742441638,,,,182500,1.67130919220056,15.3603034134008,0.0555726027397261,,0.0832969593038987,0.0306721001425986,70.5
"City","Muncie","Muncie","IN","Muncie, IN","""Muncie, IN""",353,1.38155376961347,95.35,,,74000,0.2710027100271,-2.88713910761155,0.0417297297297297,,0.249957036935499,0.0394183179194336,93
"City","Valdosta","Valdosta","GA","Valdosta, GA","""Valdosta, GA""",354,1.23995407577497,56.67,,,117300,0.0853242320819113,1.20793787748059,0.033469735720375,,0.239172594877008,0.042663738283399,139
"City","Plantation","Plantation","FL","Miami-Fort Lauderdale, FL","""Miami-Fort Lauderdale-West Palm Beach, FL""",355,4.69957902793724,91.89,,,283300,0.962223806129722,5.59075661572866,0.0041616660783621,,0.101433694782847,0.0540291167324871,99
"City","Lithonia","Lithonia","GA","Atlanta, GA","""Atlanta-Sandy Springs-Roswell, GA""",356,5.50070162010461,75,,,107200,1.03675777568332,8.06451612903226,0.0529384328358209,,0.356107974450962,0.0588156659001093,96
"City","Kalamazoo","Kalamazoo","MI","Kalamazoo, MI","""Kalamazoo-Portage, MI""",357,2.50797295573415,,,,89100,0.450958286358512,8.13106796116505,0.0325701459034793,,0.1884554482444,0.0244645358282149,91.5
"City","McDonough","McDonough","GA","Atlanta, GA","""Atlanta-Sandy Springs-Roswell, GA""",359,2.91236127057023,62.26,,,162100,0.558312655086849,3.77720870678617,0.0505058605798889,,0.152289709564635,0.0478032687739706,93
"City","Terre Haute","Terre Haute","IN","Terre Haute, IN","""Terre Haute, IN""",360,0.794744227580048,,,,75300,-0.264900662251656,-3.83141762452107,0.0391633466135459,,0.178729288480625,0.0264088601718239,
"City","Livermore","Livermore","CA","San Francisco, CA","""San Francisco-Oakland-Hayward, CA""",361,6.92817961474678,100,5.9237,,694600,0.448300795372379,1.96711685261304,0.00105960264900662,,0.0258101997276113,0.0026002977848111,55
"City","Elkhart","Elkhart","IN","Elkhart, IN","""Elkhart-Goshen, IN""",362,1.54739124888379,0,,,118000,0,9.46196660482375,0.0290593220338984,,0.155966984884553,0.028283320687199,
"City","San Angelo","San Angelo","TX","San Angelo, TX","""San Angelo, TX""",363,6.71769358336523,100,,,118400,0.594732370433305,0.937766410912191,0.0338597972972974,,0.121239860572681,0.00734241933404575,
"City","Duluth","Duluth","MN","Duluth, MN","""Duluth, MN-WI""",364,4.85903814262023,92.31,7.4327,,150200,0.73775989268947,11.2592592592593,0.0275765645805592,,0.0855368035415164,0.0136093406144989,76
"City","Sunrise","Sunrise","FL","Miami-Fort Lauderdale, FL","""Miami-Fort Lauderdale-West Palm Beach, FL""",365,4.64089807373389,84.95,,,183200,0.881057268722467,11.5712545676005,0.0264737991266375,,0.121068177476825,0.0695058314987998,90
"City","Orem","Orem","UT","Provo, UT","""Provo-Orem, UT""",366,9.29072585789004,,,,225300,0.895656068069861,10.1173020527859,0.0415845539280959,,0.126168130403473,0.00981441821153489,
"City","Anderson","Anderson","SC","Greenville, SC","""Greenville-Anderson-Mauldin, SC""",367,1.70940170940171,91.23,11.6219,,118000,0.68259385665529,4.42477876106195,0.0265762711864406,,0.0922316489111746,0.0377407907639885,92.5
"City","Miami Beach","Miami Beach","FL","Miami-Fort Lauderdale, FL","""Miami-Fort Lauderdale-West Palm Beach, FL""",368,0.697793085852787,89.33,,,400500,0.350789275870709,3.5151201860946,0.000272159800249749,,0.113656898628182,0.0457260619208398,181
"City","Fall River","Fall River","MA","Providence, RI","""Providence-Warwick, RI-MA""",369,1.50019135093762,63.64,,36.1696,226400,0.711743772241993,7.29857819905213,0.0481448763250882,,0.130109748220333,0.0878384820596808,91
"City","Concord","Concord","NC","Charlotte, NC","""Charlotte-Concord-Gastonia, NC-SC""",370,4.21865033805332,91.94,6.9514,,165800,0.484848484848485,7.52269779507134,0.0397346200241255,,0.0739130364644525,0.0393532699685978,71
"City","Flagstaff","Flagstaff","AZ","Flagstaff, AZ","""Flagstaff, AZ""",371,5.0797295573415,,,,327100,0.677131425053863,7.91817881887166,0.0134270865178845,,0.0742254157554573,0.00698095730782369,65
"City","Allen","Allen","TX","Dallas-Fort Worth, TX","""Dallas-Fort Worth-Arlington, TX""",372,9.75251945401199,98.78,1.3633,,294300,0.580997949419002,10.472972972973,0.0408019028202515,,0.0290525534806934,0.0061547196023196,50
"City","Franklin","Franklin","TN","Nashville, TN","""Nashville-Davidson--Murfreesboro--Franklin, TN""",373,8.52659778032912,89.66,1.2862,,411600,0.758873929008568,7.15959385576673,0.0297789115646259,,0.0538310363493708,0.00418383032126794,70
"City","Herndon","Herndon","VA","Washington, DC","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",374,6.79806097716545,93.55,1.2912,,498800,0.200883889112093,2.2340643574503,0.0210505212510024,,0.0779405181109563,0.0107062476597821,69
"City","Midlothian","Midlothian","VA","Richmond, VA","""Richmond, VA""",375,3.5540247480546,72.31,3.9438,,271000,0.37037037037037,4.75454194047159,0.0291180811808118,,0.0833504127722956,0.0212044940430057,75
"City","Toms River","Toms River","NJ","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",376,1.61117489475698,,,,261000,-0.114810562571757,3.40729001584786,0.0287049808429118,,0.134930492427348,0.115885128847118,141.5
"City","Trenton","Trenton","NJ","Trenton, NJ","""Trenton, NJ""",377,0.260237275162648,61.29,3.4815,,85200,-0.467289719626168,1.30796670630202,0.00473004694835688,,0.306756829936253,0.159724293616284,134
"City","Bloomington","Bloomington","MN","Minneapolis-St Paul, MN","""Minneapolis-St. Paul-Bloomington, MN-WI""",378,4.73912488837862,91.67,10.18,,234900,0.685812258894128,7.30927364093193,0.0292848020434227,,0.0737384189261193,0.0117742640042056,75
"City","Nashua","Nashua","NH","Manchester, NH","""Manchester-Nashua, NH""",379,5.65378237020028,81.67,,,239600,0.799326882625158,4.21922575032623,0.0320033388981635,,0.106766177466028,0.018533475504344,75
"City","Lynn","Lynn","MA","Boston, MA","""Boston-Cambridge-Newton, MA-NH""",380,3.09223115193264,90.62,,8.3817,285900,0.775467042650687,8.95579268292683,0.0392200069954529,,0.0971930132228424,0.0769527828506771,70
"City","Williamsburg","Williamsburg","VA","Virginia Beach, VA","""Virginia Beach-Norfolk-Newport News, VA-NC""",381,1.47467789258834,100,,,295500,0,0.33955857385399,0.0183587140439931,,0.107157908441237,0.0113855647313085,79
"City","Reading","Reading","PA","Reading, PA","""Reading, PA""",382,2.66743207041715,78.57,14.123,,64600,1.25391849529781,4.36187399030695,0.0313312693498451,,0.14162179724005,0.0590629140141138,110
"City","Cicero","Cicero","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",383,3.03227452481184,80,,,148600,0.0673400673400673,10.4011887072808,0.0600874831763123,,0.27396937573616,0.0928632846087704,102
"City","Holland","Holland","MI","Grand Rapids, MI","""Grand Rapids-Wyoming, MI""",384,8.51384105115448,,,,164100,0.736648250460405,8.17402768622281,0.0365752589884216,,0.0841104987193777,0.0047759518777862,83
"City","Westland","Westland","MI","Detroit, MI","""Detroit-Warren-Dearborn, MI""",385,7.93596121954331,,,,121100,1.08514190317195,11.9223659889094,0.0454417836498762,,0.182292413106986,0.0223849382224607,85
"City","Bowie","Bowie","MD","Washington, DC","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",386,3.89590508993494,,,,329400,0.703148884133293,6.53298835705045,0.0374741955069824,,0.229159719796216,0.0717759017954653,112
"City","Kennesaw","Kennesaw","GA","Atlanta, GA","""Atlanta-Sandy Springs-Roswell, GA""",387,6.39749968108177,90.62,,,201600,0.749625187406297,7.98071772897697,0.048888888888889,,0.0903007973098978,0.0234290200560767,59
"City","Boulder","Boulder","CO","Boulder, CO","""Boulder, CO""",388,9.33665008291874,90.38,,,668400,0.844900422450211,11.1037234042553,0.0289572112507481,,0.0485221456175216,0.00135013443016314,68
"City","Clifton","Clifton","NJ","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",389,4.27350427350427,78.26,2.9461,,306600,0.722733245729304,6.05326876513317,0.0351891715590347,,0.156709594675662,0.110031173408281,125
"City","Norwalk","Norwalk","CT","Stamford, CT","""Bridgeport-Stamford-Norwalk, CT""",390,4.13318025258324,79.17,1.4225,0.7384,387200,0.362882322446864,1.25523012552301,0.0261931818181818,,0.141402098837238,0.0721534801287028,117
"City","Citrus Heights","Citrus Heights","CA","Sacramento, CA","""Sacramento--Roseville--Arden-Arcade, CA""",391,6.56078581451716,94.55,6.761,,279900,0.901225666906993,9.85086342229199,0.0542729546266523,,0.0926585077283467,0.0306571702179057,54
"City","Buena Park","Buena Park","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",392,3.11902028319939,100,5.532,,526400,0.362249761677788,6.00080547724527,0.0164665653495442,,0.0464434084037664,0.0388794368449445,60
"City","Town of Poughkeepsie","Town of Poughkeepsie","NY","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",393,3.16366883531063,,,,205500,0.390815828041036,6.69781931464174,0.0376204379562044,,0.203822638140923,0.0823388028578392,146
"City","Gary","Gary","IN","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",394,2.6585023599949,,,,48900,1.03305785123967,5.16129032258065,0.0239468302658488,,0.270341661947097,0.0587427116831569,105
"City","Apopka","Apopka","FL","Orlando, FL","""Orlando-Kissimmee-Sanford, FL""",395,4.34494195688226,94.44,,,194400,0.777604976671851,7.76053215077605,0.0590637860082304,,0.146195964041475,0.0687343251822144,81.5
"City","Troy","Troy","MI","Detroit, MI","""Detroit-Warren-Dearborn, MI""",396,5.35272356167879,100,,,278000,0.32479249368459,4.43275732531931,0.0237589928057553,,0.0365767644949669,0.00609141426825555,79
"City","Germantown","Germantown","MD","Washington, DC","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",397,1.48998596759791,,,,290400,0.693481276005548,2.50617719731733,0.021900826446281,,0.193159417417297,0.0441187276261944,76
"City","Richmond","Richmond","CA","San Francisco, CA","""San Francisco-Oakland-Hayward, CA""",398,7.77650210486031,96.61,4.947,1.1092,424800,1.11878124256129,15.0907613112978,0.0300541431261769,,0.0912405390818587,0.0242156133844588,56
"City","Hawthorne","Hawthorne","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",399,4.94323255517285,100,,2.7163,534200,0.659506312417562,8.31305758313058,0.0152527143391987,,0.06528531491531,0.0403022670025189,56.5
"City","San Tan Valley","San Tan Valley","AZ","Phoenix, AZ","""Phoenix-Mesa-Scottsdale, AZ""",400,5.75328485776247,88.57,4.9738,,175900,0.802292263610315,5.70913461538461,0.0287492893689596,,0.151141718013773,0.0287769784172662,93
"City","Chino","Chino","CA","Riverside, CA","""Riverside-San Bernardino-Ontario, CA""",401,6.51996428115831,76.19,9.0427,0.8821,443100,0.407885791978246,7.78399416200438,0.0452832317761227,,0.078769326119265,0.0432494619600457,75.5
"City","Macomb Township","Macomb Township","MI","Detroit, MI","""Detroit-Warren-Dearborn, MI""",402,4.59369817578773,90.38,,,259200,0.465116279069767,3.84615384615385,0.0187037037037037,,0.0419483893431468,0.00683080495860148,94
"City","Spokane Valley","Spokane Valley","WA","Spokane, WA","""Spokane-Spokane Valley, WA""",403,6.76361780839393,92.31,7.608,3.2577,186000,0.977198697068404,9.99408633944412,0.0442956989247312,,0.0694376735659566,0.0317097253336733,70
"City","Lexington","Lexington","SC","Columbia, SC","""Columbia, SC""",404,2.53221074116597,74.19,12.2662,,151400,0.531208499335989,4.55801104972376,0.0341413474240422,,0.0808521620899321,0.0413673606564797,94
"City","Farmington Hills","Farmington Hills","MI","Detroit, MI","""Detroit-Warren-Dearborn, MI""",405,3.83467278989667,72,,,241200,0.374531835205993,5.97539543057996,0.0315547263681593,,0.078412346403126,0.0157884625818256,79
"City","Santa Barbara","Santa Barbara","CA","Santa Maria-Santa Barbara, CA","""Santa Maria-Santa Barbara, CA""",406,7.63235106518689,95,4.2461,,1061200,0.22667170381564,6.00339626410948,0.0384875612514135,,0.0372130273083854,0.039842188755963,78.5
"City","Ogden","Ogden","UT","Ogden, UT","""Ogden-Clearfield, UT""",407,7.90279372368925,,,,132300,0.838414634146342,6.69354838709677,0.0386167800453514,,0.138966465397491,0.0143383439719988,
"City","Alhambra","Alhambra","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",408,5.32338308457711,94.12,2.1607,,574500,0.296787709497207,3.21595400646784,0.00511575282854659,,0.0562130386120377,0.0189200493000528,63
"City","Leesburg","Leesburg","VA","Washington, DC","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",409,7.0901900752647,79.55,3.1787,0.2744,485600,0.579950289975145,2.4688752901456,0.0224855848434926,,0.0845679529762773,0.0237480629765518,81
"City","Kent","Kent","WA","Seattle, WA","""Seattle-Tacoma-Bellevue, WA""",410,6.32988901645618,88.41,11.1248,4.2827,335900,0.749850029994001,12.3035773988633,0.0584757368264364,,0.0953582288745862,0.0328711252705236,61.5
"City","Acworth","Acworth","GA","Atlanta, GA","""Atlanta-Sandy Springs-Roswell, GA""",411,6.67559637708891,93.1,,,190700,0.952885124404447,7.37612612612613,0.0464289459884635,,0.0881697033663327,0.0259762132821087,68
"City","Loveland","Loveland","CO","Fort Collins, CO","""Fort Collins, CO""",412,8.90419696389846,96.47,2.3065,,294200,0.85704490915324,9.81709593131766,0.0369306594153638,,0.0461965867866125,0.00149741977375248,56
"City","Sterling","Sterling","VA","Washington, DC","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",413,5.20602117617043,80.49,1.9651,,382000,0.47343503419253,1.81236673773987,0.0206099476439792,,0.0855890366875518,0.0279212699740783,65
"City","Cleveland","Cleveland","TN","Cleveland, TN","""Cleveland, TN""",414,4.26967725475188,83.33,8.6405,1.6468,125000,0.240577385725742,3.56255178127589,0.028664,,0.112283388760503,0.013920098175631,114
"City","Douglasville","Douglasville","GA","Atlanta, GA","""Atlanta-Sandy Springs-Roswell, GA""",415,1.7272611302462,50,,,132700,0.37821482602118,5.90582601755786,0.0483345892991711,,0.184198822585251,0.0536643452492893,91
"City","Redwood City","Redwood City","CA","San Francisco, CA","""San Francisco-Oakland-Hayward, CA""",416,6.94986605434367,100,,,1351000,-0.155199172271081,4.90759434694828,0.0131865284974093,,0.0118496934667163,0.00701615784279059,48
"City","Quincy","Quincy","MA","Boston, MA","""Boston-Cambridge-Newton, MA-NH""",417,5.80686312029596,96.15,,6.2678,405500,0.870646766169154,5.81941544885177,0.0347348951911222,,0.0831568339887396,0.0163614558567358,72
"City","Danbury","Danbury","CT","Stamford, CT","""Bridgeport-Stamford-Norwalk, CT""",418,2.03724964918995,42.11,4.436,0.7433,253100,0.876843363889996,0.277337559429477,0.0230185697352825,,0.228124774162213,0.0601619555400622,109
"City","Arden-Arcade","Arden-Arcade","CA","Sacramento, CA","""Sacramento--Roseville--Arden-Arcade, CA""",419,7.11570353361398,95.56,3.1805,0.4872,317600,0.41100221308884,6.14973262032086,0.0438790931989925,,0.109320716567657,0.0200266928584632,57
"City","Parker","Parker","CO","Denver, CO","""Denver-Aurora-Lakewood, CO""",420,8.55338691159587,97.92,1.4351,,424000,0.593119810201661,5.86766541822722,0.0189316037735849,,0.0460189443509944,0.00581184947139496,64
"City","Hattiesburg","Hattiesburg","MS","Hattiesburg, MS","""Hattiesburg, MS""",421,0.792192881745121,,,,130400,0.0767459708365311,-0.153139356814701,0.0332131901840491,,0.214988583341867,0.0238305006780388,
"City","Utica","Utica","MI","Detroit, MI","""Detroit-Warren-Dearborn, MI""",422,4.19313687970404,100,,,159000,0,3.9895356442119,0.0312955974842768,,,,92
"City","Glen Burnie","Glen Burnie","MD","Baltimore, MD","""Baltimore-Columbia-Towson, MD""",423,2.03087128460263,80,25.1275,2.4543,244300,0.950413223140496,4.17910447761194,0.0225747032337291,,0.179406103314882,0.0464391594929027,106
"City","Lees Summit","Lees Summit","MO","Kansas City, MO","""Kansas City, MO-KS""",424,6.57736956244419,66.67,,,198000,0.712105798575788,12.1813031161473,0.0428232323232323,,0.0866855684528724,0.0143676875732807,68.5
"City","Dalton","Dalton","GA","Dalton, GA","""Dalton, GA""",425,8.89144023472382,79.17,,,111400,1.64233576642336,10.6256206554121,0.0353500897666068,,0.141379941667166,0.0117341576358257,107.5
"City","Woodstock","Woodstock","GA","Atlanta, GA","""Atlanta-Sandy Springs-Roswell, GA""",426,8.23319300931241,92.59,,,206900,0.976085895558809,8.26792255363684,0.0499951667472209,,0.0635593836013506,0.0141467088797922,60
"City","Ashburn","Ashburn","VA","Washington, DC","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",427,5.08993494068121,86.36,3.0851,,502000,0.420084016803361,1.06704248037045,0.017898406374502,,0.0942200376382728,0.0106756568149135,69
"City","Jackson","Jackson","TN","Jackson, TN","""Jackson, TN""",428,4.59497384870519,75,3.7818,,92000,0.436681222707424,3.95480225988701,0.0455543478260869,,0.185341797303741,0.0285741039443997,108
"City","Watsonville","Watsonville","CA","Santa Cruz, CA","""Santa Cruz-Watsonville, CA""",429,4.64344941956882,75,3.5049,,502800,0.86258776328987,11.5350488021295,0.0219570405727925,,0.0782110597047808,0.0366197183098592,62
"City","Roswell","Roswell","GA","Atlanta, GA","""Atlanta-Sandy Springs-Roswell, GA""",430,9.32772037249649,100,,,351200,0.890548692904338,9.51044589959464,0.0537186788154898,,0.061027993527927,0.0141734869310184,58
"City","Lakewood","Lakewood","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",431,5.92805204745503,97.67,3.2806,0.6247,520800,0.346820809248555,6.32911392405063,0.0166417050691243,,0.0511264188000162,0.0362211405076026,60
"City","Longmont","Longmont","CO","Boulder, CO","""Boulder, CO""",432,9.18867202449292,97.06,,,328500,1.17031105635972,12.0777891504606,0.0325601217656013,,0.0485293809567259,0.00183227980046361,55
"City","Newnan","Newnan","GA","Atlanta, GA","""Atlanta-Sandy Springs-Roswell, GA""",433,4.24033677765021,84.21,,,168000,0.659077291791492,5.19724483406387,0.0437678571428572,,0.09335761992256,0.0296003156728788,68
"City","Medford","Medford","OR","Medford, OR","""Medford, OR""",434,5.83237657864524,92.86,12.7048,1.711,238200,0.761421319796954,10.6363214119833,0.0360705289672545,,0.093530867679901,0.0603403662962683,77
"City","Fort Smith","Fort Smith","AR","Fort Smith, AR","""Fort Smith, AR-OK""",435,3.35119275417783,,,,103600,0.0966183574879227,-0.956022944550669,0.0425096525096524,,0.138118558603246,0.0306359034020776,119.5
"City","Cranston","Cranston","RI","Providence, RI","""Providence-Warwick, RI-MA""",436,2.75417782880469,78.57,10.8575,4.5121,215200,0.607760635811127,5.80137659783678,0.045525092936803,,0.134482601593139,0.0473274894127226,92
"City","Camden","Camden","NJ","Philadelphia, PA","""Philadelphia-Camden-Wilmington, PA-NJ-DE-MD""",437,1.47212654675341,,,,71200,0.84985835694051,8.37138508371385,0.0249157303370786,,0.25973214371984,0.130123232819292,127
"City","Melbourne","Melbourne","FL","Melbourne, FL","""Palm Bay-Melbourne-Titusville, FL""",438,6.53399668325041,94.64,,,141600,0.854700854700855,11.8483412322275,0.0371186440677966,,0.107499930382267,0.0456703254002296,74
"City","Houma","Houma","LA","Houma, LA","""Houma-Thibodaux, LA""",439,0.322745248118382,,,,146200,-0.611828687967369,1.8815331010453,0.0201025991792065,,0.146864279899583,0.0270470526267332,
"City","Tustin","Tustin","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",440,7.65276183186631,97.96,2.8332,0.8338,670600,0.31413612565445,6.61367249602544,0.0165210259469133,,0.0599567102695998,0.0180279000883964,68
"City","Brooklyn Park","Brooklyn Park","MN","Minneapolis-St Paul, MN","""Minneapolis-St. Paul-Bloomington, MN-WI""",441,6.67049368541906,73.68,15.7834,0.9534,207500,1.07160253287871,11.0219368646335,0.0437253012048193,,0.108624399987643,0.019077222215016,81
"City","Walnut Creek","Walnut Creek","CA","San Francisco, CA","""San Francisco-Oakland-Hayward, CA""",442,8.57762469702768,98.31,0.9191,0.1797,818800,0.725796530938615,6.39293139293139,0.0144821690278456,,0.0352538858687777,0.00650218539639578,44
"City","Conyers","Conyers","GA","Atlanta, GA","""Atlanta-Sandy Springs-Roswell, GA""",443,1.13662456946039,81.25,,,125200,0.240192153722978,4.50751252086811,0.0405351437699681,,0.220725358048984,0.0496941486311252,93.5
"City","Town 'n' Country","Town 'n' Country","FL","Tampa, FL","""Tampa-St. Petersburg-Clearwater, FL""",444,6.26738104350045,88,,,166500,0.847970926711084,9.32370321733421,0.0439279279279279,,0.110395859874686,0.090026887713507,80
"City","Whittier","Whittier","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",445,7.43589743589744,100,5.1976,0.524,514000,0.982318271119843,5.67434210526316,0.0132334630350195,,0.0682755248339489,0.0314355391294384,72
"City","Milton","Milton","FL","Pensacola, FL","""Pensacola-Ferry Pass-Brent, FL""",446,2.50031891822937,53.33,,,137100,0.734753857457752,6.60964230171073,0.0348796498905908,,0.138914634545027,0.0657439213906611,96
"City","Lawrence","Lawrence","MA","Boston, MA","""Boston-Cambridge-Newton, MA-NH""",447,2.33448143895905,77.78,,25.1919,226100,0.712694877505568,12.9935032483758,0.050079610791685,,0.150381679768763,0.0692217909763254,67
"City","Eau Claire","Eau Claire","WI","Eau Claire, WI","""Eau Claire, WI""",448,9.37619594336012,94.29,2.3256,0.6408,153300,0.988142292490119,7.4281709880869,0.0329615133724723,,0.0701901944311334,0.0211175796502467,92
"City","Thousand Oaks","Thousand Oaks","CA","Ventura, CA","""Oxnard-Thousand Oaks-Ventura, CA""",449,8.99349406812093,96,1.9396,0.3317,684900,0.307557117750439,5.17506142506143,0.0296145422689444,,0.0475298162829217,0.0155132541226208,70
"City","Upland","Upland","CA","Riverside, CA","""Riverside-San Bernardino-Ontario, CA""",450,6.60798571246332,96,9.3159,0.7286,524300,0.229401644045116,5.64174894217207,0.0400972725538813,,0.0639073324778156,0.045252512374441,79
"City","Scranton","Scranton","PA","Scranton, PA","""Scranton--Wilkes-Barre--Hazleton, PA""",451,0.158183441765531,63.64,12.9086,,78200,-0.382165605095541,0.128040973111396,0.0273657289002558,,0.290604161369657,0.0448277852371091,131
"City","Manteca","Manteca","CA","Stockton, CA","""Stockton-Lodi, CA""",452,9.37492027044266,97.62,5.0887,0.5377,342900,0.823287268450456,10.7915993537964,0.0659900845727617,,0.0837929958121743,0.0253769273003537,66
"City","Greenwood","Greenwood","IN","Indianapolis, IN","""Indianapolis-Carmel-Anderson, IN""",453,3.23383084577114,,,,157900,0.0633713561470215,-2.65104808877929,0.0377960734642178,,0.103640178000133,0.0184635490193667,93.5
"City","Arlington Heights","Arlington Heights","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",454,3.12284730195178,75,,,313600,0.448430493273543,1.88434048083171,0.0205357142857143,,0.112206910993046,0.0242515607073486,110
"City","Mission","Mission","TX","McAllen, TX","""McAllen-Edinburg-Mission, TX""",455,2.61768082663605,100,,,114300,0,3.15884476534296,,,0.0967059319222003,0.0357249037838354,
"City","Sumter","Sumter","SC","Sumter, SC","""Sumter, SC""",456,3.31547391248884,77.05,9.8284,,92400,0.216919739696312,5.84192439862543,0.0462770562770562,,0.160261654817577,0.0417163103788997,139
"City","Carson","Carson","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",457,3.522132925118,92,6.5504,1.0331,476400,0.612460401267159,6.45810055865922,0.0159382871536524,,0.0893407939664325,0.0436696977885856,69
"City","New Braunfels","New Braunfels","TX","San Antonio, TX","""San Antonio-New Braunfels, TX""",458,7.11187651486159,,,,212500,0.141376060320452,6.67670682730924,0.0407058823529411,,0.0989104629988226,0.0122289337845649,
"City","Bethlehem","Bethlehem","PA","Allentown, PA","""Allentown-Bethlehem-Easton, PA-NJ""",459,2.01301186375813,,,,148700,0.60893098782138,2.41046831955923,0.0244048419636853,,0.159466368883328,0.0477058645888205,110
"City","Mountain View","Mountain View","CA","San Jose, CA","""San Jose-Sunnyvale-Santa Clara, CA""",460,8.71412169919633,100,,,1452200,0.924317186739871,2.41184767277856,0.00205963365927553,,0.0138153981039649,0,41
"City","Evanston","Evanston","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",461,1.3662456946039,70.59,,,322600,0.781005935645111,3.46375881975625,0.0232610043397397,,0.146839390126995,0.0248435679417486,98
"City","Bellflower","Bellflower","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",462,5.85533869115959,88.89,4.3063,0.8886,467800,0.450934077732446,8.53828306264501,0.0215925609234715,,0.0838278931750742,0.0265486725663717,71.5
"City","Plant City","Plant City","FL","Tampa, FL","""Tampa-St. Petersburg-Clearwater, FL""",463,4.04005612960837,73.68,,,155700,0.907323395981854,10.5039034776437,0.0450545921644188,,0.141104079392735,0.0631652446942485,78
"City","Westminster","Westminster","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",464,6.55695879576477,100,2.3739,0.4934,579600,0.642472651501997,3.35235378031384,0.0168823326432022,,0.0475844501810359,0.0268084953755494,55
